,pain,completion,time,ex
72,0,0,2.641939906271234,2
73,0,0,2.641562051602446,11
74,1,1,2.182694443493776,5
75,1,0,2.0920502582639497,1
76,0,0,2.420511894458202,3
77,1,0,2.017852580814912,5
78,1,0,2.3656443240152822,9
79,0,0,2.2507730174260896,0
80,1,0,2.472538516251158,9
81,0,0,2.7960714356033685,4
82,0,1,1.8048828711633753,6
83,1,1,2.124988237590837,1
84,1,1,2.095585656193045,8
85,1,1,1.690480105218073,7
86,0,1,1.5302293344175997,0
87,0,0,2.6892039729111694,1
88,0,1,1.8798498172575124,12
89,1,1,3.0251279709769703,5
90,0,0,1.6524225671650519,7
91,1,1,2.549025479059995,0
92,1,1,1.766046674472495,5
93,0,1,1.4245834658298737,4
94,1,0,1.653395701198222,2
95,0,0,3.021793739347112,3
96,1,1,1.5284057675757046,7
97,0,0,2.1604083688358244,10
98,0,0,2.3191138301850422,0
99,0,1,2.145493488555164,12
100,1,0,1.4343107686245837,6
101,0,1,3.2085605445288774,2
102,1,1,1.6801341278187083,0
103,0,0,1.6818395374495396,2
104,0,1,3.3971065972495547,8
105,0,0,1.9834400290821765,0
106,1,1,1.9979674739928703,2
107,0,1,1.830643856681987,7
108,0,0,1.9592991806912292,2
109,1,1,1.653206033802102,5
110,0,1,1.2121973546135179,0
111,1,0,1.9843467125305796,11
112,1,1,1.7973002915597283,6
113,1,1,1.7175964128212609,12
114,1,0,1.965160217028922,9
115,0,1,1.9033397693920016,1
116,1,0,1.7578073889528272,9
117,0,1,1.3229107215574816,5
118,0,1,2.202312220878474,11
119,1,1,1.978526707037171,10
120,0,1,2.167679368465545,10
121,1,1,2.2776602665265,7
122,1,0,1.9099250540023456,3
123,0,1,1.7407932320956683,3
124,0,1,2.414789873804454,4
125,1,1,1.9791965654053154,2
126,0,1,1.6091430978388495,1
127,1,1,2.0176584199875416,6
128,1,1,2.145944570802434,10
129,0,0,1.9800889238311958,10
130,1,0,2.2860930905935897,11
131,1,1,2.299628754069407,2
132,0,0,2.5696131750153492,3
133,0,1,1.572997497730404,11
134,1,1,1.9566811439695124,0
135,1,1,2.352922702715989,11
136,1,1,1.5471812949586237,8
137,1,1,1.8517717244437957,6
138,1,1,1.100687629436793,9
139,0,1,2.1666459632606716,4
140,0,0,3.056471415844366,0
141,1,1,2.2146188217338887,9
142,0,0,1.753342237073553,2
143,1,0,2.8306291499178062,1
144,0,0,2.088261735958328,3
145,0,0,2.0750195895651244,6
146,1,0,1.4770745563152738,4
147,0,0,2.605162693715748,12
148,0,0,1.3485684437743037,6
149,1,0,1.3071591266583331,6
150,1,0,1.7697080987872742,7
151,1,1,1.6533360620030326,7
152,0,1,2.7515746449293954,4
153,0,1,2.1382723834980935,9
154,1,1,2.4620612436118887,0
155,0,0,3.4404556069404753,8
156,0,1,1.6886882530549798,1
157,1,0,2.6546149309097866,4
158,0,0,2.662462553822423,12
159,1,0,2.0198658587432456,1
160,1,1,1.7619630087994191,2
161,0,0,2.764290014575993,12
162,0,1,1.3720615513947483,2
163,1,1,2.3839902675564186,0
164,1,0,2.06130281460655,10
165,1,1,1.3257838432464892,7
166,0,0,2.1354726738005416,4
167,1,1,1.123255913445826,7
168,0,1,1.7376426775433556,8
169,0,0,1.4567520434965342,2
170,1,0,2.293656492140796,11
171,1,1,1.6661697858813995,1
172,1,0,2.438389849824847,0
173,1,0,1.974454682022801,10
174,0,0,2.0438932586128815,12
175,0,0,1.9431489527821137,9
176,1,0,1.8395794459609855,3
177,0,0,2.147690427620491,4
178,0,0,2.2034653057644467,1
179,1,0,2.1033394764063242,5
180,0,1,2.294977846721709,7
181,0,0,1.887814771126557,10
182,0,1,2.5966938976398017,4
183,0,1,1.5988996329621976,4
184,0,0,2.602791428554947,9
185,0,1,1.5688860117190984,6
186,0,0,2.1830012292570866,10
187,0,1,2.453389354760533,7
188,0,0,1.770521152594663,10
189,1,0,1.632539126888836,0
190,1,1,2.6066410332529677,8
191,1,1,2.155899495973045,4
192,0,0,1.7267748423309666,11
193,0,0,2.8958890520211877,10
194,0,1,2.4607128350782257,1
195,0,0,2.067046100104322,2
196,1,1,1.3403826129332699,4
197,0,1,2.08435540555992,7
198,0,1,1.4348636520053546,6
199,0,1,1.7078319519123593,2
200,1,1,1.6983036337950819,3
201,0,1,2.3411677193743152,5
202,1,1,1.1813058423523106,1
203,1,1,2.532388987084478,3
204,0,0,1.7543491384305892,1
205,1,0,2.1549472153289737,11
206,0,1,1.8883021085085816,10
207,0,0,1.91065119731758,9
208,1,0,1.825680851774565,11
209,1,1,2.765696197734265,1
210,0,0,1.662357459020874,6
211,1,1,2.175133164763488,7
212,0,1,2.2237323733297734,10
213,0,1,2.2383735203402035,5
214,1,1,2.0544688111233826,12
215,1,0,1.8757992019246674,6
216,0,1,2.029815588170863,10
217,1,0,1.9582753923599314,9
218,1,0,1.6602351285536794,9
219,0,0,0.9521570897139446,11
220,1,1,2.2273994557712173,8
221,1,0,2.2677682606142766,9
222,0,0,1.952400386320267,0
223,1,0,2.1271621991748595,3
224,0,1,2.0474162500593343,8
225,1,0,2.2382881179761522,5
226,0,1,2.266218959256952,6
227,0,1,2.570175685414819,2
228,1,0,2.380785586549091,4
229,1,0,1.233789316150332,1
230,0,1,1.3931463343416035,7
231,1,0,2.619809797352016,9
232,1,0,2.973977009216591,11
233,1,1,1.871710062245863,12
234,0,1,2.2874560887303548,0
235,0,1,2.2049206796422602,5
236,0,0,2.12801446234582,11
237,0,0,2.2284298953245987,1
238,0,1,1.5281374292494994,10
239,1,0,2.327333688036774,10
240,1,1,2.380403302265575,11
241,0,0,1.8049324926966666,7
242,0,0,0.8912864526005786,1
243,0,0,0.8145614857724206,1
244,0,1,2.4180527676020844,10
245,1,1,2.0052257093840398,12
246,0,1,2.670476519381379,9
247,0,1,2.5581323263550235,5
248,0,1,2.2596370698188326,0
249,1,1,1.947386446354512,10
250,1,0,1.9143724451581392,12
251,1,1,1.7406230919579295,2
252,1,1,2.194243348870319,4
253,0,0,2.4417635524934305,9
254,1,1,2.340139936775677,11
255,1,1,1.2259590664241773,9
256,0,0,1.2407056952464615,12
257,0,1,2.18620352233918,8
258,1,1,1.9167980768325503,6
259,0,1,1.4226495752288895,6
260,0,0,1.9070709062516489,11
261,0,0,1.0136279674534743,1
262,1,0,1.6422305902330332,4
263,1,1,1.5415885254465305,10
264,1,1,3.35454116435229,8
265,0,0,1.715471687064337,9
266,1,1,1.8139566167244374,5
267,0,1,2.645105554949859,10
268,0,1,1.1704806006172326,12
269,0,1,0.963794571523314,5
270,1,0,2.5196909008475017,7
271,1,1,1.5622397671348138,0
272,1,1,2.81403879294057,6
273,0,1,2.636802501220406,3
274,1,0,1.9581290384578496,0
275,1,0,2.627408867834779,6
276,1,1,0.8662431272840001,12
277,0,1,2.5355079437473917,2
278,1,0,2.025343221418188,2
279,1,0,1.9584104411322982,3
280,0,0,2.4102512494748876,3
281,0,1,1.5216591570777906,0
282,1,1,2.321201345508361,0
283,0,0,1.9853123890742848,2
284,1,1,2.0778307972157695,11
285,1,0,1.604726937232743,1
286,0,0,2.115899679108369,9
287,1,0,1.0335193337699247,6
288,0,1,2.1725052054974676,7
289,0,1,2.1824108179187403,11
290,1,0,1.7565142926531165,7
291,1,0,2.0623283723347643,0
292,0,0,3.0255026806622065,7
293,0,1,2.1786762122670487,7
294,0,0,2.393821898927407,5
295,1,0,1.9321759513072483,0
296,0,0,2.0657115667218022,6
297,0,1,2.245880774068242,4
298,1,1,2.1370762907696843,7
299,0,1,2.440447689067642,8
300,0,1,2.0105162706295943,4
301,1,0,1.9997318707161527,5
302,1,1,2.080990025439545,12
303,0,0,2.658448089832659,6
304,0,1,2.898616204504249,7
305,1,0,2.9375197506092996,1
306,0,0,1.831079023519182,7
307,0,0,1.92433207729659,8
308,1,1,2.4758512578931677,3
309,0,1,2.0438045373478806,7
310,1,0,1.8177225876524792,10
311,0,0,1.482266154986002,12
312,1,0,1.2243378573863346,7
313,0,1,2.1782165680869188,9
314,0,0,1.9375869793298721,0
315,0,1,2.568460328196763,9
316,1,0,0.9983394458297998,7
317,1,1,2.8132211495787125,2
318,0,0,1.881146047987304,7
319,1,0,1.1857774422447105,0
320,1,1,2.2638534396546945,5
321,1,0,1.8415788911085011,4
322,0,1,1.3684939988496536,2
323,1,1,2.2140358907767386,0
324,1,0,1.5192274185262897,9
325,1,1,1.1941606386779529,8
326,1,1,2.2229639675583965,6
327,1,1,2.20532532254451,3
328,1,0,2.1476940470948334,8
329,1,1,1.5942982807030126,6
330,0,0,1.6914036337040366,7
331,1,1,2.0900642809763763,7
332,0,1,1.2523142233464848,10
333,1,1,1.9002976807370406,11
334,0,0,1.6703842439236776,8
335,1,1,1.35028000163009,3
336,0,0,2.4851351595816102,2
337,1,0,1.9760332946620243,0
338,0,1,2.052195258145652,7
339,1,0,1.1838980261353154,5
340,0,0,1.733717027038453,2
341,1,0,2.195967988843157,10
342,0,1,2.008082592827635,7
343,0,0,1.1416249192519172,9
344,1,0,2.1987213841315363,11
345,0,0,2.2006613355223994,5
346,0,0,1.7834941488570437,12
347,0,0,2.565623899672693,0
348,0,1,2.6566406379551335,8
349,0,1,2.1671532938523046,4
350,1,0,3.121188674529015,2
351,1,0,2.4873144153310025,9
352,1,0,2.136431624706037,1
353,1,1,2.361080526949442,11
354,0,1,1.8394521597499498,1
355,1,0,1.4546741674635992,8
356,0,0,1.709102334650903,12
357,1,0,1.5144846487910577,6
358,0,0,1.9677045023768673,1
359,0,1,1.7440637266194616,10
360,1,1,3.4301410640305803,3
361,1,1,1.6825038104635843,4
362,0,1,1.5126832832778128,2
363,1,0,2.8970207739893783,3
364,0,0,2.260530954538238,5
365,0,1,1.7103295502401528,4
366,1,1,1.8998349762674362,3
367,1,1,1.9084851312820619,8
368,0,0,2.0014190709881032,4
369,1,1,2.1532284127770693,12
370,0,1,2.5866354632932906,12
371,0,0,1.288985638850734,12
372,0,1,1.329193902333738,1
373,1,1,1.937350130692967,8
374,1,0,2.0121526112544843,9
375,0,0,1.64516967315109,11
376,0,1,1.6319073433866889,3
377,0,1,2.764671249173062,12
378,0,0,2.031786382061336,4
379,1,0,2.0759037706264376,9
380,1,0,2.1192319170442566,3
381,0,0,2.744035530508254,9
382,0,1,2.1945822937431445,5
383,1,0,1.0370341322363226,3
384,0,0,1.64484203285965,8
385,0,0,2.9368089277488014,7
386,1,1,2.297587705378549,3
387,1,0,2.2152510430145296,1
388,0,1,1.613425524243535,3
389,1,0,1.2668765652310798,5
390,0,0,1.471827318197959,10
391,1,0,1.6741472168862601,12
392,1,0,1.9428137947343904,7
393,1,1,2.3041275428049377,6
394,1,1,1.43246049143296,4
395,0,1,1.8782091145167066,4
396,1,0,3.0202495971193324,8
397,0,1,2.1422230517181204,1
398,0,1,1.7924176244717525,12
399,1,1,2.056505253561513,7
400,0,0,1.7479786345291306,8
401,1,1,1.2295615497783392,8
402,1,0,2.3711459928734664,10
403,0,1,1.1986567955079834,10
404,0,1,1.3506760771334478,8
405,0,0,1.4647960297582308,3
406,1,0,2.151135958865618,8
407,1,1,2.70935733228742,3
408,1,0,1.609989250451434,1
409,1,0,2.7132343855990992,2
410,1,0,1.4856057461726067,8
411,0,1,1.8048736269981764,5
412,1,0,3.212977440459661,12
413,1,0,0.8834055412081783,1
414,1,0,2.374262342208283,4
415,0,0,2.673612733505858,12
416,0,1,1.9148399488362142,6
417,0,1,1.6610961535275934,6
418,1,1,2.2948009943663528,1
419,0,1,1.176475469733433,12
420,1,0,2.2718219835752977,4
421,0,0,2.9122035739702854,10
422,1,0,1.8737869240230007,1
423,0,0,0.9434572242765189,9
424,0,0,1.6849782917927951,7
425,0,0,2.2639730880512516,2
426,0,1,2.3855391583791854,2
427,1,1,1.4742514079206726,8
428,0,1,1.508406751431088,6
429,1,1,2.3540925519338414,1
430,0,0,2.8519598962383137,10
431,1,1,1.5026821725963169,3
432,1,0,2.3247702208210663,10
433,0,0,3.3514601964662627,1
434,0,1,2.423821903339953,7
435,1,1,1.5973206748180075,0
436,1,1,1.8532205340335919,1
437,0,1,1.8603270189431815,4
438,0,0,2.573975592659083,1
439,1,1,2.173028517573651,6
440,0,0,1.8661907854130744,10
441,1,1,2.0301428934978127,10
442,0,1,2.377747132181221,9
443,0,1,1.5823986898484217,5
444,0,0,1.7704623712120307,1
445,0,0,1.845306548160697,11
446,0,0,1.463861560549383,12
447,1,1,1.1733281264412714,12
448,1,1,2.668197531811304,2
449,1,0,2.491716819101211,3
450,0,1,2.421224499351399,7
451,1,0,1.9444952456467888,5
452,0,1,1.9889292265625866,7
453,0,0,2.2432268028101645,2
454,0,0,1.8576305661809216,5
455,1,0,2.15944307621308,6
456,1,1,1.976274117250935,2
457,1,1,2.0839429268119707,9
458,0,0,1.0453363753322042,7
459,0,1,2.2332553175200207,2
460,1,1,1.9314592465306608,4
461,0,1,1.7693618214074964,3
462,1,0,2.3687580921622,2
463,0,1,2.658788534360941,2
464,1,1,1.6211539986320473,3
465,1,1,2.3879470549886492,7
466,1,1,2.211194846747283,9
467,1,0,2.1758843966929016,4
468,0,0,2.296119005033713,11
469,0,0,1.32043221890208,6
470,1,0,2.308124150162994,10
471,0,1,1.6757479359385314,12
472,1,1,1.9404021477175097,6
473,1,1,2.2081188780653553,0
474,0,0,1.5225858012267717,2
475,1,1,2.885751667110527,0
476,1,0,1.6289264555681875,8
477,0,1,1.9081841785618294,4
478,1,1,1.8787602083771018,3
479,0,0,1.711650124065551,6
480,0,1,2.656095696630219,7
481,1,0,2.0068604755250266,1
482,0,0,1.9461804870853876,10
483,1,0,1.8983615693176008,11
484,0,1,1.2253383737163146,1
485,1,0,1.0532273431920962,1
486,1,0,2.2670460810747652,10
487,0,1,1.3006497778657231,10
488,0,1,1.805125991865899,0
489,1,1,1.7419312373031044,8
490,1,1,2.2326577353822086,1
491,0,1,1.6099189701596577,10
492,0,0,1.8540343307730578,4
493,0,0,2.294020801158809,11
494,1,1,2.158310357628953,10
495,0,0,1.8224390097918144,11
496,0,1,1.9912327674809374,2
497,1,0,2.3892514824469955,2
498,0,1,2.277173954170504,9
499,0,1,2.144930287245372,1
500,1,0,2.1741482918441903,7
501,1,1,2.655754440392605,8
502,1,1,1.5920489325101428,12
503,0,0,2.212597654059161,10
504,0,1,1.3646931800742625,10
505,1,1,3.0279424052544286,1
506,1,1,2.009695036870318,0
507,0,0,1.7805861447209634,12
508,1,0,1.6375283304124488,1
509,0,1,2.182063345547841,7
510,1,1,1.849825309241865,3
511,1,0,1.7502609815537127,4
512,1,0,2.7552150957920305,6
513,0,0,1.7647962029199626,3
514,0,1,1.1444651226765328,12
515,0,1,2.21405373834046,6
516,0,0,1.930248599441431,10
517,1,0,1.418119975562992,7
518,1,1,1.411013064148625,5
519,0,0,2.212612537308482,9
520,1,1,1.3242596797866129,7
521,1,0,2.077472043578763,10
522,1,1,2.1959167671891615,9
523,0,0,0.6836892917931539,8
524,1,1,2.2899726521274517,12
525,0,0,1.8221168433290091,8
526,0,1,2.534325515562484,11
527,1,1,2.2406324707498704,9
528,0,1,2.1221778893851804,10
529,1,1,1.4799772030538918,9
530,0,0,1.8339230720357211,0
531,1,1,2.4035449493722902,5
532,1,1,1.4959437357648193,11
533,1,1,2.537789756469545,9
534,0,1,2.8197082430732094,0
535,1,0,1.2159618144231303,3
536,0,1,1.974509230314542,1
537,0,0,1.7439466357820876,9
538,1,1,1.9180546445170479,1
539,1,1,1.9569844343362852,1
540,1,1,2.461600734091676,3
541,0,1,1.863824971936465,1
542,1,1,1.840083711778937,12
543,1,1,1.3952365242761542,11
544,1,0,1.1881328780422817,10
545,0,0,2.4154087852441704,5
546,1,0,1.0711567388324212,0
547,0,0,1.7347133363337437,5
548,1,1,1.2418997859313805,12
549,1,0,1.7673456355634702,2
550,0,0,1.8107742092789394,7
551,1,1,2.698752105888009,9
552,0,1,2.461019098271814,0
553,0,1,1.6354139830959025,0
554,1,0,2.265077756671831,4
555,1,1,2.156826167984376,7
556,1,0,1.6826824365160193,5
557,0,0,2.478459322803238,12
558,1,0,1.0732484144852719,9
559,1,0,1.5820886519070254,8
560,1,1,2.378588000095349,2
561,1,1,1.932044422543137,8
562,0,0,2.3735691414416,12
563,1,1,2.6459091314172767,9
564,1,0,2.186826799882118,5
565,1,1,2.1167134919704913,0
566,1,0,2.422217714544508,6
567,0,1,1.922804878203755,4
568,0,0,2.410614509044304,1
569,0,0,1.8636209787327602,4
570,0,1,1.732942742544678,4
571,1,0,1.6751379963332438,9
572,0,0,1.8218776166747719,6
573,0,0,1.557013743413676,9
574,1,1,2.473093241629103,3
575,0,1,2.5375123692756816,8
576,0,0,2.434528840055612,12
577,0,0,1.4113348051439147,11
578,1,1,1.7146085112967775,2
579,1,0,2.825597665044072,5
580,1,0,2.0804428283452343,12
581,0,1,2.061003234804872,3
582,1,0,1.2266210300531437,2
583,0,0,1.0045958970700455,3
584,0,0,1.4207124380649843,11
585,1,1,2.1851128517120455,6
586,0,0,2.151624115763811,6
587,1,0,2.4811366999264504,11
588,0,1,1.3984175133793557,6
589,1,0,2.2938382795936136,2
590,1,1,1.6473049795908532,7
591,0,0,2.0370726938316657,0
592,1,1,2.4136173231313838,1
593,0,0,1.6178709470933257,5
594,0,1,2.341017083309355,5
595,0,0,1.9655487097694158,6
596,1,0,1.8706731030355812,0
597,0,1,1.9339342666629857,9
598,1,1,2.0972040059612933,0
599,1,1,1.7383124526417233,2
600,0,1,1.5542615735711878,4
601,0,0,1.7300420106661778,1
602,0,0,2.142405971170295,9
603,1,1,2.1182874894215935,9
604,0,1,2.233299661156493,1
605,1,0,2.037180225924726,12
606,0,0,1.355758144146932,4
607,1,0,2.1682652342821007,10
608,1,1,1.4946453113435827,1
609,0,1,1.1486086740093393,6
610,1,1,1.5932699512471613,12
611,0,0,2.7460157538385834,12
612,1,1,2.335683285354523,2
613,0,1,1.6275796291753921,6
614,0,1,0.9876521460946737,8
615,1,1,1.7163603262994989,7
616,1,0,1.7348086334279846,5
617,1,0,2.264299312035075,1
618,1,0,1.3624023942560872,6
619,0,1,1.8926880982091685,10
620,1,0,2.244153689224412,7
621,0,0,1.8011597884918658,0
622,0,1,1.5726419990475309,10
623,1,0,1.2426087296535955,0
624,0,0,1.2630018096870432,8
625,0,1,2.1532754274804895,4
626,1,1,1.466998198470323,1
627,1,0,1.1595611015150662,2
628,0,0,1.5949500784782744,5
629,0,0,2.4546745433557544,5
630,0,0,1.6807643213627863,7
631,1,0,2.3111766292152316,4
632,0,1,1.1422164542247268,8
633,0,1,2.225918550191491,7
634,0,0,1.8391587624616308,5
635,0,1,2.599679707181592,0
636,0,0,2.3517726529409644,3
637,1,1,1.9659740375133907,9
638,1,1,1.1826748522572208,1
639,0,0,2.9027503507858494,7
640,0,1,2.813830357799537,6
641,0,1,1.906963612124553,10
642,0,1,1.0510085115430714,7
643,1,1,2.455371148919119,8
644,1,0,2.1314930293046843,5
645,0,0,2.0180336328454764,7
646,1,0,2.349972603888906,11
647,0,0,2.757628254719993,3
648,0,1,1.8162175185996856,1
649,0,0,1.9776905793595487,4
650,1,0,1.8661261493753876,0
651,1,1,2.8320354898938414,7
652,0,0,2.145340830486271,6
653,1,1,1.1383807590837631,11
654,1,1,2.811955854622825,5
655,0,0,1.3990401400967205,8
656,0,1,1.795250607351941,7
657,1,0,1.3644732895748817,9
658,1,1,1.2818496447911838,9
659,0,0,1.5865405796054877,2
660,0,1,1.4073435523526845,8
661,1,1,2.7780809757844516,3
662,1,0,2.1905040644595664,4
663,1,0,1.5209061939453794,6
664,0,1,2.0613583365314376,2
665,1,0,0.9820401918581612,4
666,0,0,2.2503009469687223,2
667,1,1,2.59558754859766,2
668,0,0,2.4788381694404884,11
669,0,0,2.6038699273466803,5
670,0,0,1.5850827855066567,1
671,0,0,2.969644068836725,1
672,1,0,2.407764204096666,12
673,0,1,2.2164094640012038,11
674,1,0,1.9683903832528151,4
675,0,0,1.6759267673305451,9
676,0,0,1.4616895374430798,6
677,0,0,2.672990153969786,11
678,0,1,2.156701042072377,10
679,1,1,2.392292000228026,0
680,0,1,2.0248723323754687,2
681,1,1,3.2362372617563544,2
682,1,0,1.0966943054996645,9
683,0,1,1.9296917623444052,9
684,1,0,2.0847925416729387,7
685,1,0,2.513268598118311,6
686,0,0,2.2579554837683515,0
687,1,1,2.473889738949559,6
688,0,0,2.208408533849496,5
689,1,1,2.666609760224595,2
690,1,0,1.784408501397642,8
691,1,1,1.7336508763476206,10
692,0,0,1.6494824773007608,11
693,1,1,1.6628053149915194,2
694,0,0,2.0147318977248485,7
695,0,1,2.39115590940123,1
696,0,1,1.6186237482623789,10
697,1,0,2.14926269810068,2
698,0,1,2.132547743341865,7
699,0,0,0.921471167994794,2
700,0,1,2.264073277376322,7
701,1,0,1.9120135363847126,8
702,1,1,2.318535591509891,8
703,1,1,2.207412864569875,5
704,1,1,2.488267591895901,6
705,1,1,1.4527954623392978,2
706,0,1,2.0337178867816665,9
707,1,0,1.825590018358578,11
708,0,1,1.1207708492545594,4
709,0,0,2.774876496535517,6
710,0,1,1.5742110758185983,3
711,1,0,1.624183348618911,7
712,1,0,1.5483486571028644,6
713,0,0,2.0951386153481137,0
714,1,0,1.8135891199552234,5
715,0,0,1.4060560184880737,3
716,0,0,1.8136804820133097,7
717,0,1,2.137976900961436,2
718,1,1,1.8188154169549235,11
719,0,1,2.6560572173972186,8
720,0,1,1.741610772890611,6
721,0,0,2.439841352759261,9
722,1,1,2.1052612360228675,10
723,1,0,2.8700397560040845,8
724,0,0,1.5854844590282204,6
725,1,0,1.9143129915970252,4
726,1,0,2.217235195315035,9
727,1,1,2.3721683718734536,0
728,1,1,0.8668050340208933,2
729,0,0,2.880631311087538,12
730,0,0,2.4520560002005727,6
731,0,1,2.435238567050427,0
732,1,1,2.118137823396811,3
733,0,1,2.105428385416359,7
734,0,0,2.08877053810361,7
735,0,0,1.1813193215939854,2
736,0,0,2.433573101614822,10
737,1,0,1.5838505820920354,12
738,0,0,2.0751787555828294,12
739,1,1,3.4824039211990594,1
740,0,1,2.1657331432182536,5
741,0,1,1.8438919597038823,6
742,1,1,2.124788454581892,7
743,1,1,1.1179002080367975,4
744,1,0,2.276937413284533,6
745,1,1,1.9932627820713198,6
746,0,1,1.4469050399124983,11
747,0,0,1.5158117924728,1
748,1,1,2.099264104143321,6
749,1,1,1.93725830953642,9
750,1,1,1.0502952800161867,9
751,0,0,3.333371196838443,0
752,0,1,1.9221972087918529,9
753,1,1,2.318285579744316,11
754,1,0,2.019003214655391,7
755,0,1,2.1970140993857212,9
756,0,0,1.904344491860169,10
757,1,1,2.064636860930485,11
758,1,0,1.7410872680015372,2
759,1,1,1.9187099036253075,9
760,1,1,1.846462145923604,10
761,1,1,2.1899539611251613,6
762,0,0,1.959902883566361,10
763,1,1,1.50719123033358,9
764,1,1,1.711458520109487,12
765,0,1,2.005487645522311,10
766,0,0,2.5667620596917926,10
767,1,0,3.0415724653800726,1
768,0,0,1.8928233545800126,8
769,1,1,1.132287284613032,1
770,1,0,1.7476285450636078,7
771,0,0,2.342247107618533,4
772,1,1,1.7556058775925105,9
773,0,0,1.4078385707528613,4
774,1,1,1.8614067506690986,7
775,1,1,2.6760654884305817,4
776,0,0,2.329712913445423,8
777,0,1,1.959302205161648,3
778,1,0,1.7773680150444062,11
779,1,1,2.7688099489228257,2
780,0,1,1.5632763190786922,2
781,1,1,1.6998617282954036,10
782,0,1,3.0524052181372485,1
783,0,1,2.293948809968989,10
784,0,1,3.323911382728669,1
785,1,1,2.0309886367347283,10
786,0,1,1.8544432069803487,12
787,1,1,1.6309499207949423,11
788,1,1,2.0557374664243606,4
789,1,1,1.886807321919012,11
790,1,0,2.2598257330624474,4
791,0,1,1.3561855123113447,9
792,0,0,1.5650317487151504,4
793,1,0,2.0825288545948277,9
794,0,0,1.915240437086383,4
795,1,0,2.1243610645294657,9
796,1,1,2.423408031375161,5
797,1,1,2.0479526496207234,0
798,1,1,1.9982225842208825,11
799,0,0,1.8011430337441827,12
800,1,1,1.2166043542744283,12
801,1,1,1.7557320494599606,9
802,0,0,2.875635097542832,10
803,0,0,1.2176841518803077,12
804,0,0,2.1659156519531577,0
805,0,0,1.0948228750721976,5
806,1,1,2.0334804397366777,4
807,0,1,2.296844092524294,9
808,0,0,1.7548967595061886,1
809,1,1,1.5344968601804951,1
810,1,0,1.5272523562164912,7
811,0,1,2.091270144538128,8
812,0,1,1.9955057836240204,0
813,0,1,1.4382204648490777,9
814,1,0,1.6121670398775145,5
815,1,1,2.647399549847369,12
816,1,0,1.9107820188380482,3
817,1,1,1.8342615120731405,4
818,1,1,2.4035298823340367,2
819,0,1,1.4953213615603818,10
820,0,1,1.5937538718263036,9
821,0,0,1.750203991879165,2
822,0,1,1.7721238834957809,11
823,1,0,1.3959008694184705,8
824,1,0,1.962143030172569,0
825,0,0,3.196084263803667,11
826,1,0,1.9120568273849365,2
827,0,1,2.5815287713237067,7
828,0,1,1.4226097990709297,2
829,0,1,2.3513277209250294,1
830,1,0,2.096095285878382,9
831,0,1,1.1382117472729374,0
832,0,0,1.661338192008345,2
833,0,1,1.143685636257687,3
834,0,0,1.9804798830825894,6
835,1,1,2.1744623044262537,2
836,1,0,2.294263281467779,11
837,1,1,2.435294774272496,11
838,1,0,1.2173817086783973,6
839,1,1,1.6169003358880198,6
