,pain,completion,time,ex
153,0.0,0.0,0.4099568335300079,0.0
154,0.0,1.0,1.215117166278422,4.0
155,1.0,1.0,0.595522453951691,1.0
156,0.0,0.0,0.8431652556044655,3.0
157,1.0,1.0,1.2889114396431829,0.0
158,1.0,0.0,1.449694663007578,9.0
159,0.0,1.0,0.952194610866874,4.0
160,1.0,1.0,0.5765143121981702,6.0
161,1.0,0.0,1.2444706718759597,11.0
162,1.0,1.0,0.9602277981183838,3.0
163,1.0,0.0,0.9440195053962234,12.0
164,1.0,0.0,0.8105821849851795,12.0
165,1.0,0.0,1.3475026060310846,1.0
166,0.0,1.0,1.393647191881257,8.0
167,0.0,0.0,1.4089887502976481,6.0
168,0.0,1.0,0.7462348415865981,6.0
169,0.0,1.0,0.8640302382379089,8.0
170,1.0,1.0,1.16692277260994,0.0
171,0.0,0.0,1.245270501079171,12.0
172,0.0,0.0,0.9541351536283507,9.0
173,0.0,1.0,0.8181134843773957,6.0
174,1.0,0.0,0.9913784749842289,1.0
175,0.0,1.0,1.1290626398106416,12.0
176,1.0,1.0,1.2279333585818075,2.0
177,0.0,0.0,0.6043392536611003,8.0
178,0.0,1.0,1.296013549193533,10.0
179,0.0,0.0,1.0656437709241895,0.0
180,0.0,0.0,1.3351217358082368,4.0
181,0.0,0.0,0.8096088621257622,9.0
182,0.0,1.0,1.346992979096325,1.0
183,0.0,0.0,1.085023250486058,1.0
184,1.0,1.0,0.8441394610674381,1.0
185,0.0,1.0,0.6662059924778567,4.0
186,1.0,1.0,1.7243337422633584,1.0
187,1.0,1.0,0.8891894310044993,9.0
188,1.0,1.0,0.8378528599809748,12.0
189,0.0,0.0,0.9825378495704762,4.0
190,0.0,1.0,0.8653090901639734,7.0
191,1.0,0.0,1.0852130962357298,0.0
192,0.0,1.0,0.7983028455092075,0.0
193,1.0,1.0,1.4785054551400063,4.0
194,0.0,1.0,1.1548594562676582,2.0
195,0.0,0.0,0.8201658061240378,7.0
196,1.0,1.0,0.7453816273212203,11.0
197,0.0,1.0,0.8072499857198969,1.0
198,1.0,1.0,0.9795915703993253,6.0
199,0.0,1.0,0.8360556002159992,9.0
200,1.0,0.0,0.39987095425366564,7.0
201,1.0,0.0,0.8471121186629628,1.0
202,1.0,1.0,0.46651211837402845,2.0
203,1.0,1.0,1.3470260257245381,10.0
204,1.0,1.0,0.5906459883755896,6.0
205,0.0,1.0,0.8352368113522571,7.0
206,0.0,0.0,0.644604973272869,11.0
207,1.0,0.0,0.9182061557395232,12.0
208,0.0,0.0,1.2257682022243863,9.0
209,1.0,1.0,1.362316846834752,4.0
210,0.0,0.0,1.1940545537247653,7.0
211,1.0,0.0,0.6153595666211537,7.0
212,0.0,0.0,1.056116344019902,9.0
213,0.0,0.0,0.9728230811629426,8.0
214,0.0,0.0,1.3733601244695284,7.0
215,1.0,1.0,0.9515215601631328,9.0
216,0.0,0.0,1.1862564675858285,12.0
217,0.0,0.0,0.764657139854777,11.0
218,0.0,0.0,0.5022803937658271,4.0
219,1.0,1.0,0.21011619908306914,6.0
220,1.0,1.0,0.6614227230307756,9.0
221,1.0,0.0,0.6356546017928129,1.0
222,1.0,1.0,1.10818367815638,9.0
223,0.0,1.0,0.719027263319865,1.0
224,0.0,1.0,1.5507305375415517,9.0
225,0.0,0.0,0.9766657534695051,7.0
226,0.0,0.0,1.1961969250652735,10.0
227,0.0,0.0,0.8601119639096044,9.0
228,1.0,1.0,1.140169904618376,10.0
229,1.0,1.0,1.0077417679047902,1.0
230,0.0,1.0,1.242917122433045,2.0
231,1.0,1.0,1.128281325139867,2.0
232,1.0,0.0,0.9703590894969208,4.0
233,1.0,0.0,1.4254649718573125,6.0
234,0.0,0.0,1.2259191251001271,7.0
235,0.0,0.0,1.349979884073119,1.0
236,1.0,1.0,1.261022872395452,6.0
237,0.0,1.0,0.8882080494583714,11.0
238,1.0,0.0,0.8938134829146187,0.0
239,1.0,1.0,1.0126995715418823,5.0
240,0.0,0.0,0.9091681458315578,12.0
241,1.0,1.0,1.364524184925411,2.0
242,0.0,0.0,1.3967560586772347,1.0
243,0.0,0.0,1.1603393914237974,5.0
244,1.0,0.0,1.0156789079009991,1.0
245,1.0,1.0,0.9576250785150978,10.0
246,1.0,1.0,0.9860909737136926,4.0
247,1.0,0.0,0.6759394985478074,4.0
248,1.0,0.0,0.5356645755560685,11.0
249,1.0,0.0,1.444053987655948,12.0
250,1.0,0.0,0.942070292290223,5.0
251,0.0,1.0,1.3493685547636496,2.0
252,0.0,1.0,0.9700371471322198,12.0
253,0.0,1.0,0.774146852862023,7.0
254,1.0,0.0,0.9015888309820745,3.0
255,1.0,1.0,1.0715591617383398,5.0
256,0.0,0.0,1.2860185197184606,1.0
257,0.0,0.0,1.145188159124809,1.0
258,0.0,1.0,0.7408232260867675,9.0
259,0.0,0.0,0.8600127199077153,3.0
260,1.0,0.0,1.0985373984447038,1.0
261,1.0,1.0,1.2896992137809702,2.0
262,0.0,1.0,1.2156413294023283,5.0
263,1.0,1.0,1.4153785673457773,5.0
264,1.0,0.0,1.3078372403204395,10.0
265,0.0,0.0,1.1413685456007339,12.0
266,1.0,1.0,1.2246964987874474,11.0
267,0.0,1.0,1.0749490024933195,7.0
268,0.0,1.0,1.0418778800739725,12.0
269,1.0,1.0,0.7862119364435829,1.0
270,0.0,1.0,1.5198545587839032,0.0
271,1.0,1.0,1.4125453909121568,12.0
272,0.0,0.0,0.9625964747919732,7.0
273,0.0,0.0,1.0749857363186721,1.0
274,0.0,0.0,1.5477297784534696,9.0
275,0.0,0.0,0.767042808659122,8.0
276,0.0,0.0,1.0707523605091376,2.0
277,1.0,1.0,1.0070309127653443,0.0
278,0.0,1.0,0.9898925967273996,9.0
279,0.0,0.0,1.240340220685001,0.0
280,1.0,1.0,0.5901140504866299,8.0
281,0.0,1.0,0.8403479013773619,12.0
282,1.0,0.0,0.6840682813971768,12.0
283,0.0,1.0,1.028114126220338,6.0
284,1.0,1.0,1.2934030264980234,8.0
285,0.0,1.0,1.0347289170034113,1.0
286,1.0,1.0,0.8584917667399795,3.0
287,1.0,0.0,1.1026520319013862,0.0
288,0.0,0.0,1.0116544765300375,12.0
289,0.0,1.0,1.295634704247469,12.0
290,0.0,0.0,1.2932827483960185,4.0
291,0.0,0.0,0.8958633838957937,0.0
292,0.0,0.0,1.3068988200250176,5.0
293,1.0,0.0,1.0757442042507643,8.0
294,1.0,0.0,1.5521948417293814,2.0
295,1.0,0.0,0.9226550299649785,9.0
296,0.0,1.0,0.8658789040203718,5.0
297,0.0,1.0,0.6364152220471754,10.0
298,1.0,1.0,0.7929934693334628,2.0
299,0.0,1.0,1.0889274026497364,6.0
300,0.0,0.0,1.4096635698929505,11.0
301,0.0,0.0,0.8465280098788445,12.0
302,0.0,0.0,0.9370185553032999,9.0
303,1.0,0.0,0.715617792502103,4.0
304,1.0,0.0,0.867771006610429,0.0
305,1.0,0.0,1.0470412048892423,8.0
306,1.0,1.0,1.310812446584837,4.0
307,0.0,1.0,1.0768876825213076,11.0
308,0.0,0.0,0.9424358327542324,2.0
309,0.0,1.0,0.6704492499774887,9.0
310,0.0,0.0,0.844796796580367,1.0
311,0.0,1.0,0.5417516226875765,5.0
312,0.0,1.0,0.7729809747775429,11.0
313,1.0,1.0,1.4411825451088869,5.0
314,1.0,1.0,1.162296787008049,5.0
315,0.0,1.0,0.8094607044510466,11.0
316,1.0,1.0,0.7056963480976054,2.0
317,0.0,0.0,0.9825897136173968,7.0
318,1.0,1.0,0.7221477227379559,7.0
319,0.0,1.0,1.0637001240997968,3.0
320,0.0,0.0,1.4131070425108148,10.0
321,1.0,1.0,0.5788161791087697,8.0
322,0.0,0.0,1.033256440310015,3.0
323,1.0,0.0,0.7749105929536301,12.0
324,0.0,0.0,1.0376639912694787,3.0
325,0.0,0.0,1.00977778102882,5.0
326,0.0,0.0,1.3927487300889954,2.0
327,1.0,1.0,1.212965308180476,9.0
328,1.0,1.0,1.021322723253955,12.0
329,1.0,0.0,1.2003790018670837,5.0
330,0.0,0.0,1.0985732314266405,1.0
331,0.0,1.0,1.388343139701574,12.0
332,1.0,1.0,0.8898943390095669,8.0
333,1.0,1.0,1.0625634728375897,5.0
334,0.0,0.0,1.2067495331013753,5.0
335,1.0,1.0,0.8863810871403812,4.0
336,1.0,0.0,1.076981294411206,12.0
337,0.0,0.0,1.1260084343599612,6.0
338,1.0,0.0,0.857407989978177,4.0
339,0.0,0.0,1.0504167984437003,2.0
340,0.0,1.0,1.2268045286320752,1.0
341,1.0,0.0,1.2308024457655584,2.0
342,0.0,0.0,1.6136120081933076,0.0
343,0.0,0.0,0.6802333284483908,9.0
344,1.0,0.0,1.4495963980682118,1.0
345,1.0,1.0,1.2765243979958765,11.0
346,1.0,0.0,1.07896142322305,11.0
347,0.0,0.0,0.6493997604697984,3.0
348,0.0,1.0,1.0731974844416663,11.0
349,0.0,1.0,1.241476739251949,8.0
350,1.0,0.0,1.0002046710087564,5.0
351,0.0,1.0,1.2335903659961447,11.0
352,0.0,0.0,1.463112658890424,4.0
353,1.0,0.0,1.1872156586025848,2.0
354,0.0,1.0,1.0552942770588996,9.0
355,0.0,1.0,0.8461081485868259,11.0
356,0.0,1.0,1.0422437367843216,2.0
357,0.0,0.0,0.5928229848540075,0.0
358,0.0,0.0,1.1172001392007749,6.0
359,0.0,0.0,0.9457705617098675,2.0
360,0.0,1.0,0.9286533344466481,7.0
361,1.0,1.0,0.9231855245405014,4.0
362,0.0,1.0,0.9760014536834875,0.0
363,1.0,0.0,0.5365390582813676,10.0
364,1.0,1.0,0.8906729237159826,1.0
365,0.0,0.0,0.9055491528643734,1.0
366,0.0,1.0,0.9370980364511425,1.0
367,1.0,0.0,0.8417005942628062,0.0
368,1.0,1.0,0.8068032480099863,10.0
369,0.0,1.0,0.8644066482986368,0.0
370,0.0,1.0,1.193527707426216,2.0
371,0.0,0.0,0.925999974288924,8.0
372,0.0,0.0,1.1723427123472838,6.0
373,0.0,1.0,1.6865266064390847,7.0
374,1.0,1.0,1.1473906388429433,11.0
375,0.0,0.0,1.2687244995026181,5.0
376,0.0,1.0,1.2893633213882754,5.0
377,1.0,0.0,1.1216856151419314,3.0
378,1.0,1.0,1.3451949134954972,2.0
379,1.0,1.0,0.6978016503873926,0.0
380,0.0,0.0,0.6598011279221926,11.0
381,0.0,0.0,1.4142212786273776,3.0
382,1.0,1.0,1.0856575102873463,1.0
383,0.0,0.0,1.245382138700137,0.0
384,1.0,0.0,0.7640806799509606,9.0
385,1.0,0.0,0.5795077014664708,3.0
386,1.0,0.0,1.161011548776901,11.0
387,0.0,0.0,0.8221861452686058,3.0
388,0.0,0.0,1.0272143496158241,0.0
389,0.0,0.0,1.3159208383843461,5.0
390,0.0,0.0,0.670198550447957,10.0
391,1.0,0.0,0.9886094570293471,7.0
392,1.0,1.0,0.5952383119007942,10.0
393,0.0,1.0,1.0372013879531323,11.0
394,1.0,0.0,1.2211091649937045,1.0
395,0.0,0.0,1.2469539182184697,7.0
396,0.0,1.0,0.6828264763875268,8.0
397,0.0,1.0,1.0086007211888872,12.0
398,0.0,1.0,1.2393050797102643,8.0
399,0.0,1.0,1.0106197156596093,7.0
400,0.0,0.0,1.329928486899844,11.0
401,1.0,0.0,1.3871998391848972,4.0
402,1.0,1.0,0.9636582487551029,2.0
403,1.0,1.0,0.879436779194908,11.0
404,0.0,1.0,1.3336034029278716,10.0
405,0.0,1.0,0.7431486145380932,5.0
406,1.0,1.0,0.8035616711633942,10.0
407,1.0,1.0,0.9097223164517424,10.0
408,1.0,0.0,0.8368025330716474,0.0
409,0.0,0.0,1.1116429050290275,1.0
410,1.0,0.0,1.0508232838543787,8.0
411,0.0,0.0,1.4882447016614364,11.0
412,0.0,1.0,1.360583479119832,11.0
413,1.0,1.0,1.0800358744202057,4.0
414,0.0,0.0,0.9165858240915459,6.0
415,1.0,1.0,1.1029644639047982,11.0
416,1.0,0.0,0.8830974303103282,0.0
417,1.0,0.0,0.9615260252776987,10.0
418,1.0,0.0,0.8298658580645752,11.0
419,1.0,1.0,1.1705580400028284,2.0
420,1.0,0.0,0.9438500076681273,10.0
421,0.0,1.0,1.2003697545277907,11.0
422,1.0,0.0,0.8761273898055305,3.0
423,1.0,0.0,0.7408089258098275,8.0
424,1.0,0.0,0.7050642426606414,11.0
425,0.0,0.0,0.6397985740907972,3.0
426,0.0,0.0,1.0685536664328033,5.0
427,0.0,1.0,0.9067261261542975,4.0
428,1.0,1.0,0.7823639228571209,8.0
429,1.0,1.0,1.017857054332297,0.0
430,1.0,1.0,0.8717692202305839,2.0
431,0.0,1.0,0.953394749909982,2.0
432,1.0,1.0,1.1719872689076847,2.0
433,1.0,0.0,0.9887550399715385,5.0
434,0.0,0.0,0.7303249131321221,4.0
435,1.0,0.0,0.7842832548801786,4.0
436,1.0,0.0,0.7958052693615204,0.0
437,0.0,1.0,1.1593106275114715,6.0
438,0.0,0.0,1.2349672795449396,2.0
439,0.0,0.0,0.9805230580110833,10.0
440,0.0,0.0,0.687254094649966,1.0
441,0.0,1.0,1.2237038679799106,10.0
442,1.0,0.0,0.4724232198584297,7.0
443,0.0,1.0,1.1384921816594356,9.0
444,0.0,1.0,1.2577736530581238,5.0
445,1.0,1.0,1.06276940422,6.0
446,0.0,0.0,0.9037215959103679,9.0
447,1.0,1.0,0.7707922590287952,10.0
448,1.0,0.0,0.8287179201732321,7.0
449,1.0,1.0,1.1496410434020334,12.0
450,1.0,1.0,0.6519922470388662,12.0
451,1.0,0.0,0.8189739163842019,12.0
452,1.0,0.0,1.0271609787978035,2.0
453,1.0,1.0,0.5492259306255731,5.0
454,0.0,1.0,1.5787316928113337,8.0
455,1.0,1.0,1.3539067699349945,2.0
456,0.0,1.0,0.5909290377386028,6.0
457,0.0,0.0,0.9369173490308194,11.0
458,0.0,0.0,0.7567610402126116,10.0
459,0.0,1.0,0.2600950793838286,4.0
460,1.0,1.0,0.8437268479421753,11.0
461,1.0,1.0,0.6211335199813534,5.0
462,0.0,1.0,0.716786301971877,9.0
463,1.0,1.0,1.1296222563659337,12.0
464,1.0,0.0,0.801260500238901,9.0
465,0.0,1.0,1.1670250220107206,9.0
466,0.0,0.0,0.9462999533023393,0.0
467,1.0,0.0,1.4609352997649647,12.0
468,0.0,1.0,0.8124712811744637,3.0
469,1.0,0.0,1.1835767521778282,5.0
470,1.0,1.0,1.4919422751665374,6.0
471,1.0,0.0,0.8640063630298973,3.0
472,0.0,1.0,1.0565635766094716,7.0
473,0.0,1.0,0.6171382877401136,4.0
474,0.0,1.0,1.289329670853609,10.0
475,0.0,1.0,1.0327316212058175,7.0
476,1.0,0.0,1.014316613531062,2.0
477,0.0,0.0,0.6497551762432409,5.0
478,1.0,1.0,1.1579826398021278,0.0
479,0.0,0.0,0.8335469196770535,10.0
480,1.0,0.0,0.7114642424631918,7.0
481,1.0,1.0,1.493995073661459,7.0
482,1.0,1.0,1.027475139883412,10.0
483,1.0,0.0,0.9777697786429275,0.0
484,0.0,1.0,1.2279570513596756,0.0
485,1.0,0.0,0.9716699765025587,12.0
486,1.0,0.0,1.1186953225359535,2.0
487,0.0,0.0,0.9953696150057453,1.0
488,1.0,1.0,0.7867498682038011,8.0
489,0.0,1.0,0.9257934931211792,11.0
490,0.0,0.0,1.2019499302795753,4.0
491,0.0,1.0,1.0746745459904212,9.0
492,1.0,0.0,1.0347393245064347,7.0
493,0.0,1.0,1.00465638990509,3.0
494,0.0,0.0,0.9697018241126514,2.0
495,1.0,1.0,0.5309195279059074,7.0
496,1.0,1.0,1.1697181210541596,8.0
497,0.0,1.0,0.9216765671067801,4.0
498,0.0,0.0,1.1451110875304706,12.0
499,1.0,0.0,1.2075424894563913,2.0
500,1.0,0.0,1.11880333011799,4.0
501,0.0,0.0,1.008641338090424,11.0
502,1.0,0.0,0.9321763910276583,12.0
503,1.0,1.0,1.0093275533482462,4.0
504,0.0,1.0,1.2973342952349496,7.0
505,1.0,0.0,1.0241879576514106,4.0
506,0.0,1.0,1.3552400040569952,3.0
507,0.0,1.0,1.1243390129161748,0.0
508,0.0,0.0,0.7869379844099365,7.0
509,1.0,0.0,1.0791395830796955,0.0
510,0.0,1.0,1.0079327810388883,0.0
511,0.0,0.0,0.6033650444594365,11.0
512,0.0,0.0,0.7249607529564661,12.0
513,0.0,1.0,0.7460459700612629,6.0
514,0.0,1.0,1.2312065746038925,10.0
515,0.0,0.0,1.0360510442340687,6.0
516,1.0,1.0,0.6966331467219353,9.0
517,0.0,0.0,0.8190617720541954,12.0
518,0.0,0.0,1.1564856363477103,12.0
519,1.0,0.0,1.0031089629025431,11.0
520,1.0,0.0,0.9642177715728854,8.0
521,0.0,1.0,0.6760055940792613,5.0
522,0.0,0.0,1.2896051327305078,9.0
523,0.0,0.0,0.8682803501114207,2.0
524,0.0,1.0,1.2558507469265205,9.0
525,1.0,1.0,1.3645919882540056,7.0
526,0.0,0.0,1.0265090349783998,4.0
527,0.0,1.0,1.2352641977235055,3.0
528,0.0,1.0,1.0945381175011826,5.0
529,1.0,1.0,1.1086203564891635,10.0
530,1.0,0.0,1.1663661390614133,10.0
531,0.0,0.0,1.1947390389659838,3.0
532,0.0,0.0,0.6525222257728585,9.0
533,0.0,0.0,0.7430475108940705,4.0
534,1.0,1.0,1.0813692388311027,7.0
535,0.0,1.0,1.0567759796557452,10.0
536,1.0,0.0,0.9033112734195493,1.0
537,1.0,1.0,0.6840662890622251,2.0
538,0.0,0.0,1.109039297678344,3.0
539,1.0,0.0,0.8273106914349718,5.0
540,1.0,0.0,1.0554461495085974,7.0
541,0.0,0.0,0.5965603184340912,5.0
542,1.0,0.0,0.9567133069234056,5.0
543,0.0,0.0,0.9778067178383879,6.0
544,0.0,1.0,0.9547795539663085,8.0
545,1.0,0.0,1.319570202672825,8.0
546,0.0,0.0,0.9512589440566276,2.0
547,0.0,0.0,0.9786806651791706,0.0
548,0.0,0.0,0.8142400197698211,3.0
549,0.0,0.0,0.840114447410755,4.0
550,0.0,1.0,1.388958049361247,9.0
551,1.0,0.0,1.2864260016688465,8.0
552,0.0,1.0,1.3106325203318732,12.0
553,0.0,1.0,0.578451771850235,8.0
554,1.0,1.0,0.7040861108520622,8.0
555,1.0,1.0,1.388890512600991,4.0
556,1.0,1.0,1.833772003169071,10.0
557,0.0,0.0,0.7700834114495251,2.0
558,0.0,0.0,1.1088851635689447,1.0
559,0.0,0.0,1.2691932920866988,12.0
560,0.0,1.0,1.4725267837647873,2.0
561,0.0,1.0,1.2726272177726898,11.0
562,1.0,1.0,0.6920941195712143,3.0
563,1.0,0.0,1.2234481595719031,3.0
564,0.0,1.0,1.3018405544101834,6.0
565,1.0,1.0,1.19878073596932,1.0
566,0.0,0.0,0.8555186409463815,0.0
567,1.0,1.0,0.7090893439475072,10.0
568,1.0,0.0,0.8891291246539207,12.0
569,1.0,0.0,1.0293539239588987,7.0
570,0.0,0.0,1.194414781600528,7.0
571,1.0,1.0,1.260786946749056,2.0
572,1.0,0.0,0.6036811596265665,3.0
573,1.0,0.0,0.7421950158577209,12.0
574,1.0,0.0,0.6628393094867876,4.0
575,0.0,0.0,1.4830110186268681,5.0
576,0.0,0.0,0.4140611883308589,6.0
577,1.0,0.0,1.0278818280991118,3.0
578,1.0,1.0,0.9719317367689814,8.0
579,0.0,0.0,1.1145426818696829,2.0
580,0.0,0.0,1.1095994084050416,9.0
581,0.0,0.0,0.9234005784873982,0.0
582,0.0,1.0,1.159393553860511,8.0
583,1.0,0.0,0.6973374543832549,0.0
584,1.0,1.0,1.074109742515012,9.0
585,0.0,1.0,0.6673002113903321,8.0
586,0.0,1.0,0.8571541295986929,4.0
587,0.0,0.0,0.8249155539722415,10.0
588,0.0,0.0,1.3207555711139676,12.0
589,0.0,1.0,0.5613480184786734,4.0
590,0.0,0.0,0.7152760887954904,12.0
591,0.0,0.0,0.7864118393097582,0.0
592,1.0,1.0,1.2619145616476317,8.0
593,1.0,1.0,0.8893767744476904,9.0
594,0.0,0.0,1.1542013305702925,10.0
595,1.0,0.0,0.6603379066057248,7.0
596,1.0,1.0,0.8140688409659986,1.0
597,1.0,1.0,0.6303853506862832,4.0
598,1.0,1.0,1.2761744410766473,6.0
599,0.0,1.0,0.6391193192590997,11.0
600,0.0,0.0,0.764638551592754,8.0
601,0.0,0.0,1.50933215174958,9.0
602,1.0,1.0,0.4806782099964948,3.0
603,1.0,1.0,1.4476515371370504,12.0
604,0.0,1.0,1.2038711671877744,10.0
605,0.0,0.0,0.9647254365152386,7.0
606,1.0,1.0,1.3009200091231083,3.0
607,0.0,0.0,1.0854254221611315,7.0
608,0.0,1.0,0.7687245424282811,11.0
609,1.0,0.0,1.3808417025441242,2.0
610,1.0,1.0,0.9580319739236645,3.0
611,0.0,1.0,0.8822608930782019,8.0
